"","Name","Sport","Sex","Team","n"
"418","Allen Kenneth Johnson","Athletics","M","United States",1
"419","Allen McIntyre Stack","Swimming","M","United States",1
"420","Allen Whitty","Shooting","M","Great Britain",1
"421","Allen Woodring","Athletics","M","United States",1
"422","Allison Blair Jolly (-Elliot)","Sailing","F","United States",1
"423","Allison Jaime ""A. J."" Mleczko (-Griswold)","Ice Hockey","F","United States",1
"424","Allison Rodgers Schmitt","Swimming","F","United States",4
"425","Allyson Michelle Felix","Athletics","F","United States",6
"426","Alma Wilford Richards","Athletics","M","United States",1
"427","Almaz Ayana Eba","Athletics","F","Ethiopia",1
"428","Almudena Muoz Martnez","Judo","F","Spain",1
"429","Almuth Schult","Football","F","Germany",1
"430","Alois Bierl","Rowing","M","West Germany",1
"431","Alois Hudec","Gymnastics","M","Czechoslovakia",1
"432","Alonzo Carl Babers","Athletics","M","United States",2
"433","Alonzo Harding Mourning","Basketball","M","United States",1
"434","Alphonse Achille Souchard","Cycling","M","France",1
"435","Alphonse Adolph Burnand, Jr.","Sailing","M","Angelita",1
"436","Alphonse Allaert","Archery","M","Belgium",2
"437","Alphonse Gemuseus","Equestrianism","M","Switzerland",1
"438","Alphonse Laverrire","Art Competitions","M","Switzerland",1
"439","Alvaro Nainovi","Handball","M","Croatia",1
"440","Alvin Christian ""Al"" Kraenzlein","Athletics","M","United States",4
"441","Alvin Cyrrale Robertson","Basketball","M","United States",1
"442","Alvin Leonardo Harrison","Athletics","M","United States",1
"443","Alvin Roy ""Allie"" Morrison","Wrestling","M","United States",1
"444","Alwin Schockemhle","Equestrianism","M","Germany",1
"445","Alwin Schockemhle","Equestrianism","M","West Germany",1
"446","Alwyn Morris","Canoeing","M","Canada",1
"447","Alyson Kay ""Aly"" Wagner (-Eyre)","Football","F","United States",2
"448","Alyson Regina Annan","Hockey","F","Australia",2
"449","Alyssa Jean Anderson","Swimming","F","United States",1
"450","Alzhan Musurbekovich Zharmukhamedov","Basketball","M","Soviet Union",1
"451","Amanda Elmore","Rowing","F","United States",1
"452","Amanda Kathleen Borden (-Cochran)","Gymnastics","F","United States",1
"453","Amanda Louise Freed","Softball","F","United States",1
"454","Amanda Maria Kurtovic","Handball","F","Norway",1
"455","Amanda Polk","Rowing","F","United States",1
"456","Amanda Ray Beard (-Brown)","Swimming","F","United States",2
"457","Amarjit Singh Rana","Hockey","M","India",1
"458","Amauri Ribeiro","Volleyball","M","Brazil",1
"459","Amaury Raymond Leveaux","Swimming","M","France",1
"460","Ambrogio Levati","Gymnastics","M","Italy",1
"461","Ambrose ""Rowdy"" Gaines, IV","Swimming","M","United States",3
"462","Amde Georges Marie Thub","Sailing","M","Mac Miche",1
"463","Amedeo Ambron","Water Polo","M","Italy",1
"464","Amedeo Pomilio","Water Polo","M","Italy",1
"465","Amir Chand Kumar","Hockey","M","India",2
"466","Amit Singh Bakshi","Hockey","M","India",1
"467","Amos Kipwabok Biwott","Athletics","M","Kenya",1
"468","Amy Deloris Van Dyken (-Rouen)","Swimming","F","United States",6
"469","Amy Elizabeth LePeilbet","Football","F","United States",1
"470","Amy Joy Rodriguez (-Shilling)","Football","F","United States",2
"471","Amy Joy Williams","Skeleton","F","Great Britain",1
"472","Amy Turner","Rugby Sevens","F","Australia",1
"473","Amy Yuen-Yee Chow (-Ho)","Gymnastics","F","United States",1
"474","An Byeong-Geun","Judo","M","South Korea",1
"475","An Han-Bong","Wrestling","M","South Korea",1
"476","An Kum-Ae","Judo","F","North Korea",1
"477","An Sang-Mi","Short Track Speed Skating","F","South Korea",1
"478","Ana Ivis Fernndez Valle","Volleyball","F","Cuba",2
"479","Ana Maria Florentina Brnz-Popescu","Fencing","F","Romania",1
"480","Anastasia Vladimirovna Kuzmina (Shipulina-)","Biathlon","F","Slovakia",2
"481","Anastasiya Alekseyevna Tatareva","Rhythmic Gymnastics","F","Russia",1
"482","Anastasiya Ilyinichna Bliznyuk","Rhythmic Gymnastics","F","Russia",2
"483","Anastasiya Ivanovna Maksimova","Rhythmic Gymnastics","F","Russia",1
"484","Anastasiya Konstantinovna Nazarenko","Rhythmic Gymnastics","F","Russia",1
"485","Anastasiya Mykolavna Kozhenkova","Rowing","F","Ukraine",1
"486","Anastasiya Nikolayevna Yermakova","Synchronized Swimming","F","Russia",4
"487","Anastasiya Semyonovna Davydova","Synchronized Swimming","F","Russia",5
"488","Anastasiya Valeryevna ""Nastia"" Liukin","Gymnastics","F","United States",1
"489","Anatoliy Ivanovych Polyvoda","Basketball","M","Soviet Union",1
"490","Anatoliy Oleksiyovych Chukanov","Cycling","M","Soviet Union",1
"491","Anatoliy Pavlovych Bondarchuk","Athletics","M","Soviet Union",1
"492","Anatoly Aleksandrovich Roshchin","Wrestling","M","Soviet Union",1
"493","Anatoly Alekseyevich Beloglazov","Wrestling","M","Soviet Union",1
"494","Anatoly Anatolyevich Semyonov","Ice Hockey","M","Soviet Union",1
"495","Anatoly Fomich Sass","Rowing","M","Soviet Union",1
"496","Anatoly Ivanovich Akimov","Water Polo","M","Soviet Union",1
"497","Anatoly Ivanovich Bogdanov","Shooting","M","Soviet Union",2
"498","Anatoly Ivanovich Kolesov","Wrestling","M","Soviet Union",1
"499","Anatoly Ivanovich Parfyonov","Wrestling","M","Soviet Union",1
"500","Anatoly Konstantinovich Isayev","Football","M","Soviet Union",1
"501","Anatoly Kuzmich Grishin","Canoeing","M","Soviet Union",1
"502","Anatoly Mikhaylovich Bykov","Wrestling","M","Soviet Union",1
"503","Anatoly Mikhaylovich Ilyin","Football","M","Soviet Union",1
"504","Anatoly Mikhaylovich Khrapaty","Weightlifting","M","Soviet Union",1
"505","Anatoly Nikolayevich Alyabyev","Biathlon","M","Soviet Union",2
"506","Anatoly Nikolayevich Yarkin","Cycling","M","Soviet Union",1
"507","Anatoly Semyonovich Ionov","Ice Hockey","M","Soviet Union",1
"508","Anatoly Vasilevich Starostin","Modern Pentathlon","M","Soviet Union",2
"509","Anatoly Vasilyevich Bashashkin","Football","M","Soviet Union",1
"510","Anatoly Vasilyevich Firsov","Ice Hockey","M","Soviet Union",3
"511","Anatoly Viktorovich Fedyukin","Handball","M","Soviet Union",1
"512","Anatoly Yevstigneyevich Maslyonkin","Football","M","Soviet Union",1
"513","Anca Tnase (-Ruican)","Rowing","F","Romania",1
"514","Anders Aukland","Cross Country Skiing","M","Norway",1
"515","Anders Boo Georg Kullberg","Gymnastics","M","Sweden",1
"516","Anders Gustaf Paulus ""Paul"" Paln","Shooting","M","Sweden",1
"517","Anders Hylander","Gymnastics","M","Sweden",1
"518","Anders Larsson","Wrestling","M","Sweden",1
"519","Anders Lundgren","Sailing","M","Elisabeth V",1
"520","Anders Martinus Petersen","Shooting","M","Denmark",1
"521","Anders Niclas Hvelid","Ice Hockey","M","Sweden",1
"522","Anders Per-Johan Axelsson","Ice Hockey","M","Sweden",1
"523","Anders Peter Nielsen","Shooting","M","Denmark",1
"524","Anders Pontus Humbert Lundn","Sailing","M","Kitty-1",1
"525","Anderson de Oliveira Rodrigues","Volleyball","M","Brazil",1
"526","Andon Nikolov","Weightlifting","M","Bulgaria",1
"527","Andr Alfons Noyelle","Cycling","M","Belgium",2
"528","Andr Auffray","Cycling","M","France",1
"529","Andr Bonin","Fencing","M","France",1
"530","Andr Felipe ""Pampa"" Falbo Ferreira","Volleyball","M","Brazil",1
"531","Andr Flix Rischmann","Rugby","M","Union des Socits Franais de Sports Athletiques",1
"532","Andr Gerhard Wohllebe","Canoeing","M","Germany",1
"533","Andr Heller","Volleyball","M","Brazil",1
"534","Andr Hoffmann","Speed Skating","M","East Germany",1
"535","Andr Joseph Fierens","Football","M","Belgium",1
"536","Andr Labatut","Fencing","M","France",2
"537","Andr Lamar Phillips","Athletics","M","United States",1
"538","Andr Lange","Bobsleigh","M","Germany-1",3
"539","Andr Lange","Bobsleigh","M","Germany-2",1
"540","Andr Leducq","Cycling","M","France",1
"541","Andr Louis Marie Derrien","Sailing","M","L'Aile VI",1
"542","Andr Luiz da Silva Nascimento","Volleyball","M","Brazil",1
"543","Andr Paul Henri Nol Lesauvage","Sailing","M","L'Aile VI",1
"544","Andr Ren Jousseaum","Equestrianism","M","France",2
"545","Andr Steiner","Rowing","M","Germany",1
"546","Andr Willms","Rowing","M","Germany",2
"547","Andre Kirk Agassi","Tennis","M","United States",1
"548","Andre Marguerite Blanche Brunet-Joly","Figure Skating","F","France",2
"549","Andre Tyler Iguodala","Basketball","M","United States",1
"550","Andre Ward","Boxing","M","United States",1
"551","Andrea Arlene Anderson (-Bolder)","Athletics","F","United States",1
"552","Andrea Baldini","Fencing","M","Italy",1
"553","Andrea Bario Mead-Lawrence","Alpine Skiing","F","United States",2
"554","Andrea Benelli","Shooting","M","Italy",1
"555","Andrea Bod-Molnr","Gymnastics","F","Hungary",1
"556","Andrea Borella","Fencing","M","Italy",1
"557","Andrea Cassar","Fencing","M","Italy",2
"558","Andrea Cipressa","Fencing","M","Italy",1
"559","Andrea Collinelli","Cycling","M","Italy",1
"560","Andrea Ehrig-Schne-Mitscherlich","Speed Skating","F","East Germany",1
"561","Andrea Fischbacher","Alpine Skiing","F","Austria",1
"562","Andrea Henkel (-Burke)","Biathlon","F","Germany",2
"563","Andrea Kurth (-Sredzki)","Rowing","F","East Germany",1
"564","Andrea Lane Lloyd (-Curry)","Basketball","F","United States",1
"565","Andrea Marrazzi","Fencing","M","Italy",1
"566","Andrea Minguzzi","Wrestling","M","Italy",1
"567","Andrea Pollack (-Pinske)","Swimming","F","East Germany",3
"568","Andreas ""Anderl"" Ostler","Bobsleigh","M","Germany",1
"569","Andreas ""Anderl"" Ostler","Bobsleigh","M","Germany-1",1
"570","Andreas ""Sonny"" Schnbchler","Freestyle Skiing","M","Switzerland",1
"571","Andreas Bang Brecke","Sailing","M","Jo",1
"572","Andreas Bang Brecke","Sailing","M","Taifun",1
"573","Andreas Becker","Hockey","M","Germany",1
"574","Andreas Cervin","Gymnastics","M","Sweden",1
"575","Andreas Decker","Rowing","M","East Germany",2
"576","Andreas Dibowski","Equestrianism","M","Germany",1
"577","Andreas Dittmer","Canoeing","M","Germany",3
"578","Andreas Drivas","Rowing","M","Large boat, Central Naval Prep School ""Poros""-1",1
"579","Andreas Gregor","Rowing","M","East Germany",1
"580","Andreas Hagelund (Olsen-)","Gymnastics","M","Norway",1
"581","Andreas Hajek","Rowing","M","Germany",2
"582","Andreas Ihle","Canoeing","M","Germany",1
"583","Andreas Keller","Hockey","M","Germany",1
"584","Andreas Kirchner","Bobsleigh","M","East Germany-1",1
"585","Andreas Kofler","Ski Jumping","M","Austria",2
"586","Andreas Kuffner","Rowing","M","Germany",1
"587","Andreas Linger","Luge","M","Austria-1",2
"588","Andreas Tews","Boxing","M","Germany",1
"589","Andreas Thorkildsen","Athletics","M","Norway",2
"590","Andreas Walzer","Cycling","M","Germany",1
"591","Andreas Wank","Ski Jumping","M","Germany",1
"592","Andreas Wecker","Gymnastics","M","Germany",1
"593","Andreas Wellinger","Ski Jumping","M","Germany",1
"594","Andreas Widhlzl","Ski Jumping","M","Austria",1
"595","Andreas Zlow","Boxing","M","East Germany",1
"596","Andreea Mdlina Rducan","Gymnastics","F","Romania",1
"597","Andrew ""Andy"" Crosby","Rowing","M","Canada",1
"598","Andrew ""Andy"" Triggs Hodge","Rowing","M","Great Britain",3
"599","Andrew Barron ""Andy"" Murray","Tennis","M","Great Britain",2
"600","Andrew Dollman Cooper","Rowing","M","Australia",1
"601","Andrew Edward Strenk","Swimming","M","United States",1
"602","Andrew Jackson Libano, Jr.","Sailing","M","Jupiter",1
"603","Andrew James Hoy","Equestrianism","M","Australia",3
"604","Andrew James Ronald Lindsay","Rowing","M","Great Britain",1
"605","Andrew James Simpson","Sailing","M","Great Britain",1
"606","Andrew John ""Andy"" Holmes","Rowing","M","Great Britain",2
"607","Andrew Lester Maynard","Boxing","M","United States",1
"608","Andrew Murray ""Boy"" Charlton","Swimming","M","Australia",1
"609","Andrew Orlando Valmon","Athletics","M","United States",2
"610","Andrew Rock","Athletics","M","United States",1
"611","Andrew William ""Andy"" Stanfield","Athletics","M","United States",2
"612","Andrey Aleksandrovich Silnov","Athletics","M","Russia",1
"613","Andrey Alekseyevich Tyumentsev","Handball","M","Soviet Union",1
"614","Andrey Anatolyevich Bukin","Figure Skating","M","Soviet Union-1",1
"615","Andrey Borisovich Perlov","Athletics","M","Unified Team",1
"616","Andrey Ivanovich Chemerkin","Weightlifting","M","Russia",1
"617","Andrey Ivanovich Krylov","Swimming","M","Soviet Union",1
"618","Andrey Ivanovich Lavrov","Handball","M","Russia",1
"619","Andrey Ivanovich Lavrov","Handball","M","Soviet Union",1
"620","Andrey Ivanovich Lavrov","Handball","M","Unified Team",1
"621","Andrey Khakimovich Abduvaliyev","Athletics","M","Unified Team",1
"622","Andrey Nikolayevich Aryamnov","Weightlifting","M","Belarus",1
"623","Andrey Nikolayevich Kovalenko","Ice Hockey","M","Unified Team",1
"624","Andrey Sergeyevich Moiseyev","Modern Pentathlon","M","Russia",2
"625","Andrey Stanislavovich Barbashinsky","Handball","M","Unified Team",1
"626","Andrey Valentinovich Khomutov","Ice Hockey","M","Soviet Union",2
"627","Andrey Valentinovich Khomutov","Ice Hockey","M","Unified Team",1
"628","Andrey Vasilyevich Prokofyev","Athletics","M","Soviet Union",1
"629","Andrey Viktorovich Bogdanovich","Canoeing","M","Belarus",1
"630","Andrey Viktorovich Trefilov","Ice Hockey","M","Unified Team",1
"631","Andrey Vyacheslavovich Lomakin","Ice Hockey","M","Soviet Union",1
"632","Andrija ""Andro"" Knego","Basketball","M","Yugoslavia",1
"633","Andrija Ankovi","Football","M","Yugoslavia",1
"634","Andrija Geri","Volleyball","M","Serbia and Montenegro",1
"635","Andrija Popovi","Water Polo","M","Yugoslavia",1
"636","Andrija Prlainovi","Water Polo","M","Serbia",1
"637","Andriy Ivanovych Khimich","Canoeing","M","Soviet Union",1
"638","Andro Bulje","Water Polo","M","Croatia",1
"639","Andrs Aldama Cabrera","Boxing","M","Cuba",1
"640","Andrs Balcz","Modern Pentathlon","M","Hungary",3
"641","Andrs Bodnr","Water Polo","M","Hungary",1
"642","Andrs Gazzotti","Polo","M","Argentina",1
"643","Andrs Marcelo Nocioni Roux","Basketball","M","Argentina",1
"644","Andrs Mazzali","Football","M","Uruguay",2
"645","Andrs Nicols D'Alessandro","Football","M","Argentina",1
"646","Andrs Sike","Wrestling","M","Hungary",1
"647","Andrus Veerpalu","Cross Country Skiing","M","Estonia",2
"648","Andrzej Wroski","Wrestling","M","Poland",2
"649","Anett Ptzsch (-Witt, -Rauschenbach)","Figure Skating","F","East Germany",1
"650","Anett Schuck","Canoeing","F","Germany",2
"651","Anette Charlotte Norberg","Curling","F","Sweden",2
"652","Anette Hoffmann-Mberg","Handball","F","Denmark",2
"653","Anfernee Deon ""Penny"" Hardaway","Basketball","M","United States",1
"654","Anfisa Anatolyevna Reztsova (Romanova-)","Biathlon","F","Russia",1
"655","Anfisa Anatolyevna Reztsova (Romanova-)","Biathlon","F","Unified Team",1
"656","Anfisa Anatolyevna Reztsova (Romanova-)","Cross Country Skiing","F","Soviet Union",1
"657","Angel Herrera Vera","Boxing","M","Cuba",2
"658","Angel Lajuane McCoughtry","Basketball","F","United States",2
"659","Angel Rupien (Janknait-)","Basketball","F","Soviet Union",2
"660","Angela Cutrone","Short Track Speed Skating","F","Canada",1
"661","Angela Khalia Hucles","Football","F","United States",2
"662","Angela Marie Ruggiero","Ice Hockey","F","United States",1
"663","Angela Pumariega Menndez","Sailing","F","Spain",1
"664","Angela Robyn ""Angie"" Skirving-Lambert","Hockey","F","Australia",1
"665","Angela Tama-Alupei","Rowing","F","Romania",2
"666","Angela Voigt (Schmalfeld-)","Athletics","F","East Germany",1
"667","Angelika Bahmann","Canoeing","F","East Germany",1
"668","Angelika Noack","Rowing","F","East Germany",1
"669","Angelina L. ""Angel"" Martino (Myers-, -Sims)","Swimming","F","United States",3
"670","Angelo Arcidiacono","Fencing","M","Italy",1
"671","Angelo Damiano","Cycling","M","Italy",1
"672","Angelo De Martini","Cycling","M","Italy",1
"673","Angelo F. Taylor, Jr.","Athletics","M","United States",3
"674","Angelo Fornaciari","Rowing","M","Marinai della nave da guerra ""Varese""",1
"675","Angelo Mazzoni","Fencing","M","Italy",2
"676","Angelo Parisi","Judo","M","France",1
"677","Angelo Scalzone","Shooting","M","Italy",1
"678","Angelo Scuri","Fencing","M","Italy",1
"679","Angelo Vanzin","Rowing","M","Italy",1
"680","Angelo Zorzi","Gymnastics","M","Italy",2
"681","Angie Lee Bainbridge","Swimming","F","Australia",1
"682","Angla Nmeth-Rnky","Athletics","F","Hungary",1
"683","Angus F. ""Gus"" Dillon","Lacrosse","M","Canada",1
"684","Anier Octavio Garca Ortz","Athletics","M","Cuba",1
"685","Anioara Sorohan-Minea","Rowing","F","Romania",1
"686","Anioara Stanciu-Cumir","Athletics","F","Romania",1
"687","Anita Brwirth (-Hardekopf)","Gymnastics","F","Germany",1
"688","Anita Lonsbrough (-Porter)","Swimming","F","Great Britain",1
"689","Anita Rapp (-degrd)","Football","F","Norway",1
"690","Anita Wachter (-Salzgeber)","Alpine Skiing","F","Austria",1
"691","Anita Wodarczyk","Athletics","F","Poland",1
"692","Anja Byrial Hansen (-Pedersen)","Handball","F","Denmark",1
"693","Anja Fichtel-Mauritz (-Koper)","Fencing","F","West Germany",2
"694","Anja Jul Andersen","Handball","F","Denmark",1
"695","Anja Kluge","Rowing","F","East Germany",1
"696","Anja Mittag","Football","F","Germany",1
"697","Anja Nielsen","Handball","F","Denmark",1
"698","Anja Schneiderheinze (-Stckel)","Bobsleigh","F","Germany-1",1
"699","Anja Sofia Tess Prson","Alpine Skiing","F","Sweden",1
"700","Anke Borchmann (Grnberg-)","Rowing","F","East Germany",1
"701","Anke Khn (-Khne)","Hockey","F","Germany",1
"702","Anke Nothnagel-von Seck","Canoeing","F","East Germany",2
"703","Anke Nothnagel-von Seck","Canoeing","F","Germany",1
"704","Ann-Kathrin Linsenhoff (-Kroth, -Rath)","Equestrianism","F","West Germany",1
"705","Ann-Mary Gwynne Grant (Fletcher-)","Hockey","F","Zimbabwe",1
"706","Ann Elisabeth Curtis (-Cuneo)","Swimming","F","United States",2
"707","Ann Elizabeth Packer (-Brightwell)","Athletics","F","Great Britain",1
"708","Anna-Carin Helena Cecilia Olofsson-Zidek","Biathlon","F","Sweden",1
"709","Anna-Maria Mller (-Murach)","Luge","F","East Germany",1
"710","Anna ""Annie"" Hbler (-Horn)","Figure Skating","F","Germany",1
